"site","round","sample_pt","sample_id","year","barcode_id","active_flower","final_id","notes","plate","well","date","julian_date","lat","long"
"PM",2,"PM51","2_PM51",2022,"PM2_51_10","VACO","B. mixtus","","mixtus_DNA_01","E9",2020-06-15,166,"49.2454815","-122.6549218"
"PM",2,"PM51","2_PM51",2022,"PM2_51_12","VACO","B. mixtus","","mixtus_DNA_01","E2",2020-06-15,166,"49.2454815","-122.6549218"
"PM",2,"PM51","2_PM51",2022,"PM2_51_13","VACO","B. mixtus","","mixtus_DNA_06","A9",2020-06-15,166,"49.2454815","-122.6549218"
"PM",2,"PM51","2_PM51",2022,"PM2_51_14","VACO","B. mixtus","","mixtus_DNA_01","F12",2020-06-15,166,"49.2454815","-122.6549218"
"PM",2,"PM51","2_PM51",2022,"PM2_51_15","VACO","B. mixtus","","mixtus_DNA_06","C3",2020-06-15,166,"49.2454815","-122.6549218"
"PM",2,"PM51","2_PM51",2022,"PM2_51_16","VACO","B. mixtus","","mixtus_DNA_08","D10",2020-06-15,166,"49.2454815","-122.6549218"
"PM",2,"PM51","2_PM51",2022,"PM2_51_17","VACO","B. mixtus","","mixtus_DNA_08","D4",2020-06-15,166,"49.2454815","-122.6549218"
"PM",2,"PM52","2_PM52",2022,"PM2_52_01","VACO","B. mixtus","","mixtus_DNA_08","H11",2020-06-15,166,"49.24583","-122.65052"
"PM",2,"PM52","2_PM52",2022,"PM2_52_02","VACO","B. mixtus","","mixtus_DNA_06","C8",2020-06-15,166,"49.24583","-122.65052"
"PM",2,"PM52","2_PM52",2022,"PM2_52_03","VACO","B. mixtus","","mixtus_DNA_08","D11",2020-06-15,166,"49.24583","-122.65052"
"PM",2,"PM52","2_PM52",2022,"PM2_52_06","VACO","B. mixtus","","mixtus_DNA_08","G12",2020-06-15,166,"49.24583","-122.65052"
"PM",2,"PM52","2_PM52",2022,"PM2_52_07","VACO","B. mixtus","","mixtus_DNA_01","H5",2020-06-15,166,"49.24583","-122.65052"
"PM",2,"PM52","2_PM52",2022,"PM2_52_09","VACO","B. mixtus","","mixtus_DNA_04","D1",2020-06-15,166,"49.24583","-122.65052"
"PM",2,"PM52","2_PM52",2022,"PM2_52_10","VACO","B. mixtus","","mixtus_DNA_06","D8",2020-06-15,166,"49.24583","-122.65052"
"PM",2,"PM52","2_PM52",2022,"PM2_52_12","VACO","B. mixtus","","mixtus_DNA_08","E11",2020-06-15,166,"49.24583","-122.65052"
"PM",2,"PM52","2_PM52",2022,"PM2_52_13","VACO","B. mixtus","","mixtus_DNA_01","F8",2020-06-15,166,"49.24583","-122.65052"
"PM",2,"PM52","2_PM52",2022,"PM2_52_14","VACO","B. mixtus","","mixtus_DNA_01","G4",2020-06-15,166,"49.24583","-122.65052"
"PM",2,"PM52","2_PM52",2022,"PM2_52_15","VACO","B. mixtus","","mixtus_DNA_08","F4",2020-06-15,166,"49.24583","-122.65052"
"PM",2,"PM52","2_PM52",2022,"PM2_52_16","VACO","B. mixtus","","mixtus_DNA_01","H3",2020-06-15,166,"49.24583","-122.65052"
"PM",2,"PM52","2_PM52",2022,"PM2_52_19","VACO","B. mixtus","","mixtus_DNA_08","D1",2020-06-15,166,"49.24583","-122.65052"
"PM",2,"PM53","2_PM53",2022,"PM2_53_04","VACO","B. mixtus","","mixtus_DNA_06","E6",2020-06-15,166,"49.24258","-122.65046"
"PM",2,"PM53","2_PM53",2022,"PM2_53_05","VACO","B. sitkensis","","mixtus_DNA_01","G2",2020-06-15,166,"49.24258","-122.65046"
"PM",2,"PM53","2_PM53",2022,"PM2_53_06","VACO","B. mixtus","","mixtus_DNA_01","E8",2020-06-15,166,"49.24258","-122.65046"
"PM",2,"PM53","2_PM53",2022,"PM2_53_07","VACO","B. mixtus","","mixtus_DNA_06","D9",2020-06-15,166,"49.24258","-122.65046"
"PM",2,"PM53","2_PM53",2022,"PM2_53_08","VACO","B. mixtus","","mixtus_DNA_08","D7",2020-06-15,166,"49.24258","-122.65046"
"PM",2,"PM54","2_PM54",2022,"PM2_54_01","VACO","B. mixtus","","mixtus_DNA_01","F10",2020-06-15,166,"49.2435675","-122.654634"
"PM",2,"PM54","2_PM54",2022,"PM2_54_02","VACO","B. mixtus","","mixtus_DNA_08","E3",2020-06-15,166,"49.2435675","-122.654634"
"PM",2,"PM54","2_PM54",2022,"PM2_54_04","VACO","B. mixtus","","mixtus_DNA_06","G11",2020-06-15,166,"49.2435675","-122.654634"
"PM",2,"PM54","2_PM54",2022,"PM2_54_07","VACO","B. mixtus","","mixtus_DNA_06","E10",2020-06-15,166,"49.2435675","-122.654634"
"PM",2,"PM56","2_PM56",2022,"PM2_56_01","HYRA","B. mixtus","","mixtus_DNA_08","D9",2020-06-17,168,"49.2460124","-122.6448772"
"PM",2,"PM56","2_PM56",2022,"PM2_56_02","HYRA","B. mixtus","","mixtus_DNA_01","G12",2020-06-17,168,"49.2460124","-122.6448772"
"PM",2,"PM60","2_PM60",2022,"PM2_60_01","TRHY","B. mixtus","","mixtus_DNA_01","H12",2020-06-17,168,"49.2502452","-122.6447183"
"PM",2,"PM61","2_PM61",2022,"PM2_61_01","HYRA","B. mixtus","","mixtus_DNA_01","G11",2020-06-17,168,"49.2545201","-122.6668191"
"PM",2,"PM61","2_PM61",2022,"PM2_61_02","HYRA","B. mixtus","","mixtus_DNA_08","H8",2020-06-17,168,"49.2545201","-122.6668191"
"PM",2,"PM61","2_PM61",2022,"PM2_61_03","HYRA","B. mixtus","","mixtus_DNA_08","F7",2020-06-17,168,"49.2545201","-122.6668191"
"PM",2,"PM65","2_PM65",2022,"PM2_65_01","RAAC","B. impatiens","","impatiens_DNA_06","B11",2020-06-17,168,"49.2547515","-122.6556663"
"PM",2,"PM65","2_PM65",2022,"PM2_65_02","HYRA","B. mixtus","","mixtus_DNA_09","A3",2020-06-17,168,"49.2547515","-122.6556663"
"PM",2,"PM65","2_PM65",2022,"PM2_65_04","HYRA","B. mixtus","","mixtus_DNA_08","E10",2020-06-17,168,"49.2547515","-122.6556663"
"PM",2,"PM65","2_PM65",2022,"PM2_65_05","HYRA","B. mixtus","","mixtus_DNA_08","D12",2020-06-17,168,"49.2547515","-122.6556663"
"PM",2,"PM65","2_PM65",2022,"PM2_65_06","HYRA","B. mixtus","","mixtus_DNA_08","H9",2020-06-17,168,"49.2547515","-122.6556663"
"PM",2,"PM65","2_PM65",2022,"PM2_65_07","HYRA","B. mixtus","","mixtus_DNA_08","E1",2020-06-17,168,"49.2547515","-122.6556663"
"PM",2,"PM65","2_PM65",2022,"PM2_65_08","HYRA","B. mixtus","","mixtus_DNA_08","F10",2020-06-17,168,"49.2547515","-122.6556663"
"PM",2,"PM65","2_PM65",2022,"PM2_65_09","HYRA","B. mixtus","","mixtus_DNA_08","H6",2020-06-17,168,"49.2547515","-122.6556663"
"PM",2,"PM67","2_PM67",2022,"PM2_67_01","TRRE","B. impatiens","","impatiens_DNA_05","A10",2020-06-17,168,"49.2483307","-122.6559418"
"PM",2,"PM67","2_PM67",2022,"PM2_67_02","HYRA","B. impatiens","","impatiens_DNA_06","A8",2020-06-17,168,"49.2483307","-122.6559418"
"PM",2,"PM70","2_PM70",2022,"PM2_70_02","LUPO","B. mixtus","","mixtus_DNA_08","E9",2020-06-15,166,"49.2451356","-122.638063"
"PM",3,"PM45","3_PM45",2022,"PM3_45_01","VACO","B. impatiens","","impatiens_DNA_05","B5",2020-06-23,174,"49.2567056","-122.6391672"
"PM",3,"PM48","3_PM48",2022,"PM3_48_01","CHAN","B. mixtus","","mixtus_DNA_02","C2",2020-06-25,176,"49.2489465","-122.6461739"
"PM",3,"PM48","3_PM48",2022,"PM3_48_02","CHAN","B. mixtus","","mixtus_DNA_02","D12",2020-06-25,176,"49.2489465","-122.6461739"
"PM",3,"PM49","3_PM49",2022,"PM3_49_02","SYAL","B. mixtus","","mixtus_DNA_02","C9",2020-06-25,176,"49.2474187","-122.6406256"
"PM",3,"PM49","3_PM49",2022,"PM3_49_03","SYAL","B. mixtus","","mixtus_DNA_02","C11",2020-06-25,176,"49.2474187","-122.6406256"
"PM",3,"PM49","3_PM49",2022,"PM3_49_04","SYAL","B. mixtus","","mixtus_DNA_02","D8",2020-06-25,176,"49.2474187","-122.6406256"
"PM",3,"PM49","3_PM49",2022,"PM3_49_06","SYAL","B. mixtus","","mixtus_DNA_02","F1",2020-06-25,176,"49.2474187","-122.6406256"
"PM",3,"PM51","3_PM51",2022,"PM3_51_01","VACO","B. mixtus","","mixtus_DNA_09","A11",2020-06-23,174,"49.2454815","-122.6549218"
"PM",3,"PM51","3_PM51",2022,"PM3_51_02","VACO","B. mixtus","queen","mixtus_DNA_09","A6",2020-06-23,174,"49.2454815","-122.6549218"
"PM",3,"PM51","3_PM51",2022,"PM3_51_03","VACO","B. mixtus","","mixtus_DNA_09","B8",2020-06-23,174,"49.2454815","-122.6549218"
"PM",3,"PM51","3_PM51",2022,"PM3_51_05","VACO","B. mixtus","","mixtus_DNA_08","H2",2020-06-23,174,"49.2454815","-122.6549218"
"PM",3,"PM51","3_PM51",2022,"PM3_51_07","VACO","B. mixtus","","mixtus_DNA_09","A2",2020-06-23,174,"49.2454815","-122.6549218"
"PM",3,"PM51","3_PM51",2022,"PM3_51_08","VACO","B. mixtus","queen","mixtus_DNA_09","A1",2020-06-23,174,"49.2454815","-122.6549218"
"PM",3,"PM52","3_PM52",2022,"PM3_52_01","VACO","B. mixtus","","mixtus_DNA_08","H12",2020-06-23,174,"49.24583","-122.65052"
"PM",3,"PM52","3_PM52",2022,"PM3_52_03","VACO","B. mixtus","","mixtus_DNA_09","A9",2020-06-23,174,"49.24583","-122.65052"
"PM",3,"PM52","3_PM52",2022,"PM3_52_04","VACO","B. mixtus","","mixtus_DNA_08","G8",2020-06-23,174,"49.24583","-122.65052"
"PM",3,"PM52","3_PM52",2022,"PM3_52_05","VACO","B. mixtus","","mixtus_DNA_08","H3",2020-06-23,174,"49.24583","-122.65052"
"PM",3,"PM52","3_PM52",2022,"PM3_52_06","VACO","B. impatiens","","impatiens_DNA_06","C7",2020-06-23,174,"49.24583","-122.65052"
"PM",3,"PM53","3_PM53",2022,"PM3_53_01","VACO","B. mixtus","","mixtus_DNA_08","G7",2020-06-23,174,"49.24258","-122.65046"
"PM",3,"PM53","3_PM53",2022,"PM3_53_02","VACO","B. mixtus","","mixtus_DNA_08","F11",2020-06-23,174,"49.24258","-122.65046"
"PM",3,"PM53","3_PM53",2022,"PM3_53_03","VACO","B. mixtus","","mixtus_DNA_09","A8",2020-06-23,174,"49.24258","-122.65046"
"PM",3,"PM53","3_PM53",2022,"PM3_53_04","VACO","B. mixtus","","mixtus_DNA_08","H10",2020-06-23,174,"49.24258","-122.65046"
"PM",3,"PM53","3_PM53",2022,"PM3_53_05","VACO","B. impatiens","","impatiens_DNA_06","A3",2020-06-23,174,"49.24258","-122.65046"
"PM",3,"PM53","3_PM53",2022,"PM3_53_06","VACO","B. mixtus","","mixtus_DNA_08","G5",2020-06-23,174,"49.24258","-122.65046"
"PM",3,"PM54","3_PM54",2022,"PM3_54_03","VACO","B. impatiens","","impatiens_DNA_02","A1",2020-06-23,174,"49.2435675","-122.654634"
"PM",3,"PM54","3_PM54",2022,"PM3_54_04","VACO","B. mixtus","","mixtus_DNA_09","A12",2020-06-23,174,"49.2435675","-122.654634"
"PM",3,"PM54","3_PM54",2022,"PM3_54_05","VACO","B. mixtus","","mixtus_DNA_08","G10",2020-06-23,174,"49.2435675","-122.654634"
"PM",3,"PM54","3_PM54",2022,"PM3_54_06","VACO","B. mixtus","","mixtus_DNA_08","G1",2020-06-23,174,"49.2435675","-122.654634"
"PM",3,"PM67","3_PM67",2022,"PM3_67_01","TRRE","B. mixtus","","mixtus_DNA_02","C4",2020-06-25,176,"49.2483307","-122.6559418"
"PM",3,"PM67","3_PM67",2022,"PM3_67_02","TRRE","B. impatiens","","impatiens_DNA_04","H3",2020-06-25,176,"49.2483307","-122.6559418"
"PM",3,"PM70","3_PM70",2022,"PM3_70_01","LUPO","B. mixtus","","mixtus_DNA_02","C5",2020-06-25,176,"49.2451356","-122.638063"
"PM",3,"PM72A","3_PM72A",2022,"PM3_72A_01","NERA","B. impatiens","","impatiens_DNA_06","B5",2020-06-25,176,"49.2512671","-122.6436402"
"PM",4,"PM40","4_PM40",2022,"PM4_40_02","HYRA","B. mixtus","","mixtus_DNA_07","B11",2020-07-05,186,"49.2568274","-122.6668088"
"PM",4,"PM43","4_PM43",2022,"PM4_43_01","HYRA","B. impatiens","","impatiens_DNA_05","B11",2020-07-05,186,"49.2568767","-122.6492724"
"PM",4,"PM46","4_PM46",2022,"PM4_46_01","HYRA","B. impatiens","","impatiens_DNA_05","A6",2020-07-05,186,"49.2549194","-122.6483229"
"PM",4,"PM46","4_PM46",2022,"PM4_46_02","HYRA","B. impatiens","","impatiens_DNA_05","D3",2020-07-05,186,"49.2549194","-122.6483229"
"PM",4,"PM47","4_PM47",2022,"PM4_47_01","CHAN","B. mixtus","","mixtus_DNA_07","B12",2020-07-05,186,"49.2523011","-122.649575"
"PM",4,"PM47","4_PM47",2022,"PM4_47_02","HYRA","B. impatiens","","impatiens_DNA_02","A4",2020-07-05,186,"49.2523011","-122.649575"
"PM",4,"PM48","4_PM48",2022,"PM4_48_04","HYRA","B. impatiens","","impatiens_DNA_05","C11",2020-07-05,186,"49.2489465","-122.6461739"
"PM",4,"PM49","4_PM49",2022,"PM4_49_01","SYAL","B. mixtus","","mixtus_DNA_07","B8",2020-07-05,186,"49.2474187","-122.6406256"
"PM",4,"PM49","4_PM49",2022,"PM4_49_02","SYAL","B. mixtus","","mixtus_DNA_07","B10",2020-07-05,186,"49.2474187","-122.6406256"
"PM",4,"PM50","4_PM50",2022,"PM4_50_01","RUAR","B. mixtus","","mixtus_DNA_07","E6",2020-07-05,186,"49.2423129","-122.6387496"
"PM",4,"PM51A","4_PM51A",2022,"PM4_51A_01","HYRA","B. impatiens","","impatiens_DNA_08","B5",2020-07-05,186,"49.2460018","-122.6559901"
"PM",4,"PM51A","4_PM51A",2022,"PM4_51A_02","HYRA","B. impatiens","","impatiens_DNA_02","A3",2020-07-05,186,"49.2460018","-122.6559901"
"PM",4,"PM51A","4_PM51A",2022,"PM4_51A_03","HYRA","B. impatiens","","impatiens_DNA_08","D3",2020-07-05,186,"49.2460018","-122.6559901"
"PM",4,"PM52A","4_PM52A",2022,"PM4_52_01","RULA","B. mixtus","queen","mixtus_DNA_07","B2",2020-07-05,186,"49.24595","-122.6502"
"PM",4,"PM53A","4_PM53A",2022,"PM4_53_01","TRRE","B. mixtus","","mixtus_DNA_07","B5",2020-07-05,186,"49.24242","-122.65022"
"PM",4,"PM54A","4_PM54A",2022,"PM4_54A_02","VICR","B. mixtus","","mixtus_DNA_07","C6",2020-07-05,186,"49.2423594","-122.6557711"
"PM",4,"PM54A","4_PM54A",2022,"PM4_54A_03","VICR","B. mixtus","","mixtus_DNA_07","A6",2020-07-05,186,"49.2423594","-122.6557711"
"PM",4,"PM54A","4_PM54A",2022,"PM4_54A_05","HYRA","B. impatiens","","impatiens_DNA_07","H4",2020-07-05,186,"49.2423594","-122.6557711"
"PM",4,"PM60","4_PM60",2022,"PM4_60_01","RUAR","B. mixtus","","mixtus_DNA_07","C11",2020-07-05,186,"49.2502452","-122.6447183"
"PM",4,"PM62","4_PM62",2022,"PM4_62_01","IMGL","B. mixtus","","mixtus_DNA_07","B4",2020-07-05,186,"49.2485683","-122.6669971"
"PM",4,"PM62","4_PM62",2022,"PM4_62_02","IMGL","B. mixtus","","mixtus_DNA_07","A10",2020-07-05,186,"49.2485683","-122.6669971"
"PM",4,"PM65","4_PM65",2022,"PM4_65_01","CHAN","B. mixtus","","mixtus_DNA_09","D5",2020-07-05,186,"49.2547515","-122.6556663"
"PM",4,"PM65","4_PM65",2022,"PM4_65_02","CHAN","B. mixtus","","mixtus_DNA_07","C5",2020-07-05,186,"49.2547515","-122.6556663"
"PM",4,"PM65","4_PM65",2022,"PM4_65_03","N/A (leaf)","B. impatiens","","impatiens_DNA_05","D6",2020-07-05,186,"49.2547515","-122.6556663"
"PM",4,"PM67","4_PM67",2022,"PM4_67_01","HYRA","B. impatiens","","impatiens_DNA_06","A5",2020-07-05,186,"49.2483307","-122.6559418"
"PM",4,"PM71","4_PM71",2022,"PM4_71_01","IMGL","B. mixtus","","mixtus_DNA_07","C12",2020-07-05,186,"49.25134","-122.6668765"
"PM",5,"PM41","5_PM41",2022,"PM5_41_01","RULA","B. mixtus","","mixtus_DNA_02","G6",2020-07-11,192,"49.2568204","-122.6611721"
"PM",5,"PM42","5_PM42",2022,"PM5_42_01","MAMO","B. mixtus","","mixtus_DNA_02","F7",2020-07-11,192,"49.2569187","-122.6556556"
"PM",5,"PM43","5_PM43",2022,"PM5_43_02","HYRA","B. impatiens","","impatiens_DNA_06","B8",2020-07-12,193,"49.2568767","-122.6492724"
"PM",5,"PM43","5_PM43",2022,"PM5_43_03","HYRA","B. mixtus","","mixtus_DNA_08","B9",2020-07-12,193,"49.2568767","-122.6492724"
"PM",5,"PM47","5_PM47",2022,"PM5_47_01","HYRA","B. mixtus","","mixtus_DNA_07","H6",2020-07-12,193,"49.2523011","-122.649575"
"PM",5,"PM47","5_PM47",2022,"PM5_47_02","HYPE","B. mixtus","","mixtus_DNA_07","H4",2020-07-12,193,"49.2523011","-122.649575"
"PM",5,"PM48","5_PM48",2022,"PM5_48_03","HYRA","B. mixtus","","mixtus_DNA_08","A4",2020-07-12,193,"49.2489465","-122.6461739"
"PM",5,"PM48","5_PM48",2022,"PM5_48_04","HYRA","B. impatiens","","impatiens_DNA_05","D9",2020-07-12,193,"49.2489465","-122.6461739"
"PM",5,"PM49","5_PM49",2022,"PM5_49_01","SYAL","B. mixtus","","mixtus_DNA_07","G12",2020-07-12,193,"49.2474187","-122.6406256"
"PM",5,"PM55","5_PM55",2022,"PM5_55_01","RUAR","B. mixtus","","mixtus_DNA_07","G4",2020-07-12,193,"49.2423986","-122.6448958"
"PM",5,"PM55","5_PM55",2022,"PM5_55_02","RUAR","B. mixtus","","mixtus_DNA_08","A9",2020-07-12,193,"49.2423986","-122.6448958"
"PM",5,"PM55","5_PM55",2022,"PM5_55_03","RUAR","B. mixtus","","mixtus_DNA_07","G1",2020-07-12,193,"49.2423986","-122.6448958"
"PM",5,"PM65","5_PM65",2022,"PM5_65_01","CHAN","B. mixtus","","mixtus_DNA_02","F5",2020-07-11,192,"49.2547515","-122.6556663"
"PM",5,"PM65","5_PM65",2022,"PM5_65_02","CHAN","B. mixtus","","mixtus_DNA_02","E12",2020-07-11,192,"49.2547515","-122.6556663"
"PM",5,"PM65","5_PM65",2022,"PM5_65_03","CHAN","B. mixtus","","mixtus_DNA_02","F12",2020-07-11,192,"49.2547515","-122.6556663"
"PM",5,"PM65","5_PM65",2022,"PM5_65_04","CHAN","B. mixtus","","mixtus_DNA_02","H5",2020-07-11,192,"49.2547515","-122.6556663"
"PM",5,"PM65","5_PM65",2022,"PM5_65_05","CHAN","B. mixtus","","mixtus_DNA_02","G5",2020-07-11,192,"49.2547515","-122.6556663"
"PM",5,"PM65","5_PM65",2022,"PM5_65_06","CHAN","B. mixtus","","mixtus_DNA_02","E8",2020-07-11,192,"49.2547515","-122.6556663"
"PM",5,"PM69","5_PM69",2022,"PM5_69_02","RUAR","B. mixtus","","mixtus_DNA_02","F6",2020-07-11,192,"49.2422281","-122.6613406"
"PM",5,"PM70","5_PM70",2022,"PM5_70_01","SPDO","B. mixtus","","mixtus_DNA_08","A10",2020-07-12,193,"49.2451356","-122.638063"
"PM",5,"PM70","5_PM70",2022,"PM5_70_02","SYAL","B. mixtus","","mixtus_DNA_07","G6",2020-07-12,193,"49.2451356","-122.638063"
"PM",5,"PM70","5_PM70",2022,"PM5_70_03","SYAL","B. mixtus","","mixtus_DNA_07","H8",2020-07-12,193,"49.2451356","-122.638063"
"PM",5,"PM70","5_PM70",2022,"PM5_70_04","SYAL","B. mixtus","ID not certain","mixtus_DNA_07","A8",2020-07-12,193,"49.2451356","-122.638063"
"PM",5,"PM70","5_PM70",2022,"PM5_70_05","SYAL","B. mixtus","","mixtus_DNA_07","H2",2020-07-12,193,"49.2451356","-122.638063"
"PM",5,"PM70","5_PM70",2022,"PM5_70_06","SYAL","B. mixtus","","mixtus_DNA_07","H12",2020-07-12,193,"49.2451356","-122.638063"
"PM",5,"PM70","5_PM70",2022,"PM5_70_07","SYAL","B. mixtus","","mixtus_DNA_07","H11",2020-07-12,193,"49.2451356","-122.638063"
"PM",5,"PM70","5_PM70",2022,"PM5_70_08","SYAL","B. impatiens","","impatiens_DNA_05","A8",2020-07-12,193,"49.2451356","-122.638063"
"PM",5,"PM71","5_PM71",2022,"PM5_71_01","IMGL","B. impatiens","","impatiens_DNA_06","C2",2020-07-11,192,"49.25134","-122.6668765"
"PM",5,"PM71","5_PM71",2022,"PM5_71_02","IMGL","B. impatiens","","impatiens_DNA_05","C3",2020-07-11,192,"49.25134","-122.6668765"
"PM",6,"PM44","6_PM44",2022,"PM6_44_01","HYRA","B. mixtus","","mixtus_DNA_08","C6",2020-07-22,203,"49.2567783","-122.6440429"
"PM",6,"PM46","6_PM46",2022,"PM6_46_01","HYPE","B. impatiens","","impatiens_DNA_05","D5",2020-07-23,204,"49.2549194","-122.6483229"
"PM",6,"PM46","6_PM46",2022,"PM6_46_02","HYPE","B. impatiens","","impatiens_DNA_06","B3",2020-07-23,204,"49.2549194","-122.6483229"
"PM",6,"PM46","6_PM46",2022,"PM6_46_03","HYPE","B. impatiens","","impatiens_DNA_05","C5",2020-07-23,204,"49.2549194","-122.6483229"
"PM",6,"PM46","6_PM46",2022,"PM6_46_04","HYPE","B. impatiens","","impatiens_DNA_05","D4",2020-07-23,204,"49.2549194","-122.6483229"
"PM",6,"PM46","6_PM46",2022,"PM6_46_05","HYPE","B. impatiens","","impatiens_DNA_05","C12",2020-07-23,204,"49.2549194","-122.6483229"
"PM",6,"PM47","6_PM47",2022,"PM6_47_01","CHAN","B. impatiens","","impatiens_DNA_04","H7",2020-07-23,204,"49.2523011","-122.649575"
"PM",6,"PM47","6_PM47",2022,"PM6_47_02","CHAN","B. mixtus","","mixtus_DNA_03","E11",2020-07-23,204,"49.2523011","-122.649575"
"PM",6,"PM49","6_PM49",2022,"PM6_49_01","SPDO","B. mixtus","","mixtus_DNA_03","G10",2020-07-23,204,"49.2474187","-122.6406256"
"PM",6,"PM53A","6_PM53A",2022,"PM6_53_01","TRRE","B. impatiens","","impatiens_DNA_05","A9",2020-07-22,203,"49.24242","-122.65022"
"PM",6,"PM54A","6_PM54A",2022,"PM6_54A_01","SPDO","B. impatiens","","impatiens_DNA_06","B9",2020-07-22,203,"49.2423594","-122.6557711"
"PM",6,"PM55","6_PM55",2022,"PM6_55_01","HYRA","B. impatiens","","impatiens_DNA_06","A12",2020-07-22,203,"49.2423986","-122.6448958"
"PM",6,"PM55","6_PM55",2022,"PM6_55_02","SPDO","B. impatiens","","impatiens_DNA_06","B10",2020-07-22,203,"49.2423986","-122.6448958"
"PM",6,"PM57A","6_PM57A",2022,"PM6_57_01","TRRE","B. impatiens","","impatiens_DNA_05","B1",2020-07-22,203,"49.25305","-122.6442"
"PM",6,"PM59","6_PM59",2022,"PM6_59_01","CRCA","B. impatiens","","impatiens_DNA_06","B6",2020-07-22,203,"49.2503146","-122.6390887"
"PM",6,"PM59","6_PM59",2022,"PM6_59_02","CRCA","B. impatiens","","impatiens_DNA_05","B7",2020-07-22,203,"49.2503146","-122.6390887"
"PM",6,"PM59","6_PM59",2022,"PM6_59_03","CRCA","B. impatiens","","impatiens_DNA_05","C8",2020-07-22,203,"49.2503146","-122.6390887"
"PM",6,"PM61","6_PM61",2022,"PM6_61_01","CASI","B. impatiens","","impatiens_DNA_04","H12",2020-07-23,204,"49.2545201","-122.6668191"
"PM",6,"PM61","6_PM61",2022,"PM6_61_02","CASI","B. mixtus","","mixtus_DNA_03","G6",2020-07-23,204,"49.2545201","-122.6668191"
"PM",6,"PM62","6_PM62",2022,"PM6_62_02","IMGL","B. impatiens","","impatiens_DNA_05","C7",2020-07-23,204,"49.2485683","-122.6669971"
"PM",6,"PM62","6_PM62",2022,"PM6_62_03","IMGL","B. impatiens","","impatiens_DNA_05","B2",2020-07-23,204,"49.2485683","-122.6669971"
"PM",6,"PM62","6_PM62",2022,"PM6_62_04","IMGL","B. impatiens","","impatiens_DNA_06","A4",2020-07-23,204,"49.2485683","-122.6669971"
"PM",6,"PM63","6_PM63",2022,"PM6_63_01","IMGL","B. impatiens","","impatiens_DNA_05","C1",2020-07-23,204,"49.2459944","-122.6670193"
"PM",6,"PM63","6_PM63",2022,"PM6_63_02","IMGL","B. impatiens","","impatiens_DNA_06","C4",2020-07-23,204,"49.2459944","-122.6670193"
"PM",6,"PM63","6_PM63",2022,"PM6_63_03","IMGL","B. impatiens","","impatiens_DNA_05","C6",2020-07-23,204,"49.2459944","-122.6670193"
"PM",6,"PM65","6_PM65",2022,"PM6_65_01","CHAN","B. mixtus","","mixtus_DNA_05","A7",2020-07-23,204,"49.2547515","-122.6556663"
"PM",6,"PM65","6_PM65",2022,"PM6_65_02","CHAN","B. mixtus","","mixtus_DNA_03","F11",2020-07-23,204,"49.2547515","-122.6556663"
"PM",6,"PM65","6_PM65",2022,"PM6_65_03","CHAN","B. mixtus","","mixtus_DNA_03","E7",2020-07-23,204,"49.2547515","-122.6556663"
"PM",6,"PM65","6_PM65",2022,"PM6_65_04","CHAN","B. mixtus","","mixtus_DNA_05","A10",2020-07-23,204,"49.2547515","-122.6556663"
"PM",6,"PM65","6_PM65",2022,"PM6_65_05","CHAN","B. mixtus","","mixtus_DNA_03","G7",2020-07-23,204,"49.2547515","-122.6556663"
"PM",6,"PM70","6_PM70",2022,"PM6_70_01","SYAL","B. mixtus","ID not certain","mixtus_DNA_07","A7",2020-07-23,204,"49.2451356","-122.638063"
"PM",6,"PM70","6_PM70",2022,"PM6_70_02","SYAL","B. mixtus","","mixtus_DNA_03","G2",2020-07-23,204,"49.2451356","-122.638063"
"PM",6,"PM70","6_PM70",2022,"PM6_70_03","SYAL","B. mixtus","","mixtus_DNA_03","F2",2020-07-23,204,"49.2451356","-122.638063"
"PM",6,"PM70","6_PM70",2022,"PM6_70_04","SYAL","B. mixtus","","mixtus_DNA_04","C3",2020-07-23,204,"49.2451356","-122.638063"
"PM",6,"PM70","6_PM70",2022,"PM6_70_05","SYAL","B. mixtus","","mixtus_DNA_03","G9",2020-07-23,204,"49.2451356","-122.638063"
"PM",6,"PM70","6_PM70",2022,"PM6_70_06","SYAL","B. mixtus","","mixtus_DNA_05","A1",2020-07-23,204,"49.2451356","-122.638063"
"PM",6,"PM70","6_PM70",2022,"PM6_70_07","SYAL","B. mixtus","","mixtus_DNA_03","E2",2020-07-23,204,"49.2451356","-122.638063"
"PM",6,"PM70","6_PM70",2022,"PM6_70_08","SYAL","B. mixtus","","mixtus_DNA_05","A9",2020-07-23,204,"49.2451356","-122.638063"
"PM",6,"PM70","6_PM70",2022,"PM6_70_09","SYAL","B. mixtus","","mixtus_DNA_05","A2",2020-07-23,204,"49.2451356","-122.638063"
"PM",6,"PM70","6_PM70",2022,"PM6_70_10","SYAL","B. mixtus","","mixtus_DNA_03","H1",2020-07-23,204,"49.2451356","-122.638063"
"PM",6,"PM70","6_PM70",2022,"PM6_70_11","SYAL","B. mixtus","","mixtus_DNA_03","G8",2020-07-23,204,"49.2451356","-122.638063"
"PM",6,"PM70","6_PM70",2022,"PM6_70_12","SYAL","B. mixtus","","mixtus_DNA_03","E5",2020-07-23,204,"49.2451356","-122.638063"
