"","layer","level","class","id","metric","value","plot_id","percentage_inside"
"1184",1,"class",7,NA,"ca",111.808589728865,"HR19",97.3097579822454
"1185",1,"class",8,NA,"ca",34.6304665106384,"HR19",97.3097579822454
"1186",1,"class",9,NA,"ca",42.7824835370479,"HR19",97.3097579822454
"1187",1,"class",10,NA,"ca",34.5051055723062,"HR19",97.3097579822454
"1188",1,"class",11,NA,"ca",40.4927398636974,"HR19",97.3097579822454
"1189",1,"class",12,NA,"ca",8.8037139618061,"HR19",97.3097579822454
"1190",1,"class",13,NA,"ca",30.3696512963073,"HR19",97.3097579822454
"1191",1,"class",14,NA,"ca",149.543003355118,"HR19",97.3097579822454
"1192",1,"class",15,NA,"ca",4.31115667111181,"HR19",97.3097579822454
"1193",1,"class",16,NA,"ca",5.98215028588649,"HR19",97.3097579822454
"1194",1,"class",1,NA,"ca",37.1028532735684,"HR19A",96.9766092681157
"1195",1,"class",2,NA,"ca",2.57675424268995,"HR19A",96.9766092681157
"1196",1,"class",3,NA,"ca",44.6703952758059,"HR19A",96.9766092681157
"1197",1,"class",4,NA,"ca",0.214561715368227,"HR19A",96.9766092681157
"1198",1,"class",5,NA,"ca",46.7362801307062,"HR19A",96.9766092681157
"1199",1,"class",6,NA,"ca",111.692997175338,"HR19A",96.9766092681157
"1200",1,"class",7,NA,"ca",104.272280851728,"HR19A",96.9766092681157
"1201",1,"class",8,NA,"ca",36.8461761096765,"HR19A",96.9766092681157
"1202",1,"class",9,NA,"ca",42.3926478644967,"HR19A",96.9766092681157
"1203",1,"class",10,NA,"ca",32.4724246569846,"HR19A",96.9766092681157
"1204",1,"class",11,NA,"ca",41.0276874631556,"HR19A",96.9766092681157
"1205",1,"class",12,NA,"ca",9.12688469244156,"HR19A",96.9766092681157
"1206",1,"class",13,NA,"ca",27.7279030196289,"HR19A",96.9766092681157
"1207",1,"class",14,NA,"ca",157.611560672754,"HR19A",96.9766092681157
"1208",1,"class",15,NA,"ca",3.91425177271497,"HR19A",96.9766092681157
"1209",1,"class",16,NA,"ca",6.09452955493816,"HR19A",96.9766092681157
"1210",1,"class",1,NA,"ca",22.2950530038573,"HR20A",76.2433884293236
"1211",1,"class",2,NA,"ca",2.22419267005313,"HR20A",76.2433884293236
"1212",1,"class",3,NA,"ca",28.4807969941027,"HR20A",76.2433884293236
"1213",1,"class",4,NA,"ca",0.178101647521109,"HR20A",76.2433884293236
"1214",1,"class",5,NA,"ca",34.7487582231244,"HR20A",76.2433884293236
"1215",1,"class",6,NA,"ca",94.0881398793051,"HR20A",76.2433884293236
"1216",1,"class",7,NA,"ca",68.2876934193781,"HR20A",76.2433884293236
"1217",1,"class",8,NA,"ca",35.2296369558106,"HR20A",76.2433884293236
"1218",1,"class",9,NA,"ca",30.5528085114026,"HR20A",76.2433884293236
"1219",1,"class",10,NA,"ca",19.6347533648079,"HR20A",76.2433884293236
"1220",1,"class",11,NA,"ca",36.0332151374094,"HR20A",76.2433884293236
"1221",1,"class",12,NA,"ca",9.28146509760294,"HR20A",76.2433884293236
"1222",1,"class",13,NA,"ca",13.4545362238601,"HR20A",76.2433884293236
"1223",1,"class",14,NA,"ca",151.663299827133,"HR20A",76.2433884293236
"1224",1,"class",15,NA,"ca",2.22633485970337,"HR20A",76.2433884293236
"1225",1,"class",16,NA,"ca",6.09452955493811,"HR20A",76.2433884293236
"1226",1,"class",1,NA,"ca",56.4532952279966,"HR21",96.3402685125014
"1227",1,"class",2,NA,"ca",2.45212164883889,"HR21",96.3402685125014
"1228",1,"class",3,NA,"ca",64.2185613349514,"HR21",96.3402685125014
"1229",1,"class",4,NA,"ca",0.274671556954015,"HR21",96.3402685125014
"1230",1,"class",5,NA,"ca",66.4444677567248,"HR21",96.3402685125014
"1231",1,"class",6,NA,"ca",92.1547280323769,"HR21",96.3402685125014
"1232",1,"class",7,NA,"ca",129.304023977563,"HR21",96.3402685125014
"1233",1,"class",8,NA,"ca",25.0040660355534,"HR21",96.3402685125014
"1234",1,"class",9,NA,"ca",38.6079985656215,"HR21",96.3402685125014
"1235",1,"class",10,NA,"ca",39.1800917336151,"HR21",96.3402685125014
"1236",1,"class",11,NA,"ca",26.178542933195,"HR21",96.3402685125014
"1237",1,"class",12,NA,"ca",7.35263753652524,"HR21",96.3402685125014
"1238",1,"class",13,NA,"ca",36.8355508490114,"HR21",96.3402685125014
"1239",1,"class",14,NA,"ca",104.650891450512,"HR21",96.3402685125014
"1240",1,"class",15,NA,"ca",5.81694462005984,"HR21",96.3402685125014
"1241",1,"class",16,NA,"ca",3.60110648964263,"HR21",96.3402685125014
"1242",1,"class",1,NA,"ca",52.197064299517,"HR21A",97.4192770684027
"1243",1,"class",2,NA,"ca",2.74041753196844,"HR21A",97.4192770684027
"1244",1,"class",3,NA,"ca",54.4325248871304,"HR21A",97.4192770684027
"1245",1,"class",4,NA,"ca",0.264517578011869,"HR21A",97.4192770684027
"1246",1,"class",5,NA,"ca",53.8282560305902,"HR21A",97.4192770684027
"1247",1,"class",6,NA,"ca",97.2759322978312,"HR21A",97.4192770684027
"1248",1,"class",7,NA,"ca",130.426274291531,"HR21A",97.4192770684027
"1249",1,"class",8,NA,"ca",28.2551387363465,"HR21A",97.4192770684027
"1250",1,"class",9,NA,"ca",40.0706856588067,"HR21A",97.4192770684027
"1251",1,"class",10,NA,"ca",38.6427877255415,"HR21A",97.4192770684027
"1252",1,"class",11,NA,"ca",31.0245615161792,"HR21A",97.4192770684027
"1253",1,"class",12,NA,"ca",8.42566033233141,"HR21A",97.4192770684027
"1254",1,"class",13,NA,"ca",42.8746833795943,"HR21A",97.4192770684027
"1255",1,"class",14,NA,"ca",116.012337010914,"HR21A",97.4192770684027
"1256",1,"class",15,NA,"ca",5.65880818007898,"HR21A",97.4192770684027
"1257",1,"class",16,NA,"ca",4.64490981861949,"HR21A",97.4192770684027
"1258",1,"class",1,NA,"ca",19.8245942116123,"HR22",85.5923682244357
"1259",1,"class",2,NA,"ca",1.93456862934043,"HR22",85.5923682244357
"1260",1,"class",3,NA,"ca",32.5397750995879,"HR22",85.5923682244357
"1261",1,"class",4,NA,"ca",0.169661420299156,"HR22",85.5923682244357
"1262",1,"class",5,NA,"ca",51.4778027025512,"HR22",85.5923682244357
"1263",1,"class",6,NA,"ca",132.583287894151,"HR22",85.5923682244357
"1264",1,"class",7,NA,"ca",84.3561722982564,"HR22",85.5923682244357
"1265",1,"class",8,NA,"ca",31.2908356897039,"HR22",85.5923682244357
"1266",1,"class",9,NA,"ca",41.5044960355061,"HR22",85.5923682244357
"1267",1,"class",10,NA,"ca",22.3428238330576,"HR22",85.5923682244357
"1268",1,"class",11,NA,"ca",22.0364907130731,"HR22",85.5923682244357
"1269",1,"class",12,NA,"ca",8.65693112697142,"HR22",85.5923682244357
"1270",1,"class",13,NA,"ca",14.1823665794263,"HR22",85.5923682244357
"1271",1,"class",14,NA,"ca",150.282872816517,"HR22",85.5923682244357
"1272",1,"class",15,NA,"ca",2.63193704808016,"HR22",85.5923682244357
"1273",1,"class",16,NA,"ca",6.09452955493811,"HR22",85.5923682244357
"1274",1,"class",1,NA,"ca",13.7289078742631,"HR23",84.4074014550381
"1275",1,"class",2,NA,"ca",2.26922149650121,"HR23",84.4074014550381
"1276",1,"class",3,NA,"ca",31.40655677461,"HR23",84.4074014550381
"1277",1,"class",4,NA,"ca",0.166619510995812,"HR23",84.4074014550381
"1278",1,"class",5,NA,"ca",51.6307550435784,"HR23",84.4074014550381
"1279",1,"class",6,NA,"ca",130.727294781182,"HR23",84.4074014550381
"1280",1,"class",7,NA,"ca",84.875781819819,"HR23",84.4074014550381
"1281",1,"class",8,NA,"ca",29.1880623290265,"HR23",84.4074014550381
"1282",1,"class",9,NA,"ca",41.7759114641918,"HR23",84.4074014550381
"1283",1,"class",10,NA,"ca",21.956115757396,"HR23",84.4074014550381
"1284",1,"class",11,NA,"ca",19.4504393673011,"HR23",84.4074014550381
"1285",1,"class",12,NA,"ca",7.66398338029131,"HR23",84.4074014550381
"1286",1,"class",13,NA,"ca",22.7555380910732,"HR23",84.4074014550381
"1287",1,"class",14,NA,"ca",146.639993628695,"HR23",84.4074014550381
"1288",1,"class",15,NA,"ca",3.08385337669519,"HR23",84.4074014550381
"1289",1,"class",16,NA,"ca",6.09452955493811,"HR23",84.4074014550381
"1290",1,"class",1,NA,"ca",41.8764658463741,"HR24",97.3575295301338
"1291",1,"class",2,NA,"ca",2.30229690470094,"HR24",97.3575295301338
"1292",1,"class",3,NA,"ca",47.4630393914469,"HR24",97.3575295301338
"1293",1,"class",4,NA,"ca",0.226515133616575,"HR24",97.3575295301338
"1294",1,"class",5,NA,"ca",53.1748881872658,"HR24",97.3575295301338
"1295",1,"class",6,NA,"ca",109.179437527329,"HR24",97.3575295301338
"1296",1,"class",7,NA,"ca",119.283332075453,"HR24",97.3575295301338
"1297",1,"class",8,NA,"ca",29.8761336446842,"HR24",97.3575295301338
"1298",1,"class",9,NA,"ca",42.3198562601812,"HR24",97.3575295301338
"1299",1,"class",10,NA,"ca",35.6329684231582,"HR24",97.3575295301338
"1300",1,"class",11,NA,"ca",36.6877397631443,"HR24",97.3575295301338
"1301",1,"class",12,NA,"ca",8.63756573253324,"HR24",97.3575295301338
"1302",1,"class",13,NA,"ca",37.7190327045637,"HR24",97.3575295301338
"1303",1,"class",14,NA,"ca",131.928549049452,"HR24",97.3575295301338
"1304",1,"class",15,NA,"ca",5.02159244671797,"HR24",97.3575295301338
"1305",1,"class",16,NA,"ca",5.44497480919177,"HR24",97.3575295301338
"1306",1,"class",1,NA,"ca",38.1916854289934,"HR25",85.2018567427221
"1307",1,"class",2,NA,"ca",1.86053455502808,"HR25",85.2018567427221
"1308",1,"class",3,NA,"ca",47.0121084700713,"HR25",85.2018567427221
"1309",1,"class",4,NA,"ca",0.21113421192784,"HR25",85.2018567427221
"1310",1,"class",5,NA,"ca",39.6500024552921,"HR25",85.2018567427221
"1311",1,"class",6,NA,"ca",114.364736107119,"HR25",85.2018567427221
"1312",1,"class",7,NA,"ca",86.8637766590372,"HR25",85.2018567427221
"1313",1,"class",8,NA,"ca",32.4905047376326,"HR25",85.2018567427221
"1314",1,"class",9,NA,"ca",30.1238992996314,"HR25",85.2018567427221
"1315",1,"class",10,NA,"ca",31.3595142898909,"HR25",85.2018567427221
"1316",1,"class",11,NA,"ca",38.7519108663246,"HR25",85.2018567427221
"1317",1,"class",12,NA,"ca",8.86767974476229,"HR25",85.2018567427221
"1318",1,"class",13,NA,"ca",18.3926261180118,"HR25",85.2018567427221
"1319",1,"class",14,NA,"ca",123.644016171279,"HR25",85.2018567427221
"1320",1,"class",15,NA,"ca",3.31615242236744,"HR25",85.2018567427221
"1321",1,"class",16,NA,"ca",2.44111079403664,"HR25",85.2018567427221
"1322",1,"class",1,NA,"ca",42.3157432560527,"HR26",96.1671606630387
"1323",1,"class",2,NA,"ca",2.02878213015806,"HR26",96.1671606630387
"1324",1,"class",3,NA,"ca",48.1312740309433,"HR26",96.1671606630387
"1325",1,"class",4,NA,"ca",0.230285387401001,"HR26",96.1671606630387
"1326",1,"class",5,NA,"ca",42.6042962019403,"HR26",96.1671606630387
"1327",1,"class",6,NA,"ca",108.492137399945,"HR26",96.1671606630387
"1328",1,"class",7,NA,"ca",127.582217624283,"HR26",96.1671606630387
"1329",1,"class",8,NA,"ca",32.6766610182384,"HR26",96.1671606630387
"1330",1,"class",9,NA,"ca",35.162329357,"HR26",96.1671606630387
"1331",1,"class",10,NA,"ca",36.8038892859804,"HR26",96.1671606630387
"1332",1,"class",11,NA,"ca",43.7905551426582,"HR26",96.1671606630387
"1333",1,"class",12,NA,"ca",9.09886485181632,"HR26",96.1671606630387
"1334",1,"class",13,NA,"ca",27.2723878124012,"HR26",96.1671606630387
"1335",1,"class",14,NA,"ca",132.510539133629,"HR26",96.1671606630387
"1336",1,"class",15,NA,"ca",4.47404877211615,"HR26",96.1671606630387
"1337",1,"class",16,NA,"ca",4.16780133971757,"HR26",96.1671606630387
"1338",1,"class",1,NA,"ca",52.7590463323613,"HR27",97.4655689636123
"1339",1,"class",2,NA,"ca",2.43699778990817,"HR27",97.4655689636123
"1340",1,"class",3,NA,"ca",54.4721125518667,"HR27",97.4655689636123
"1341",1,"class",4,NA,"ca",0.254277911483712,"HR27",97.4655689636123
"1342",1,"class",5,NA,"ca",49.9064637503062,"HR27",97.4655689636123
"1343",1,"class",6,NA,"ca",95.0126660885573,"HR27",97.4655689636123
"1344",1,"class",7,NA,"ca",137.21890060969,"HR27",97.4655689636123
"1345",1,"class",8,NA,"ca",26.5179086175863,"HR27",97.4655689636123
"1346",1,"class",9,NA,"ca",40.3218788171939,"HR27",97.4655689636123
"1347",1,"class",10,NA,"ca",39.959334640787,"HR27",97.4655689636123
"1348",1,"class",11,NA,"ca",36.1587902947068,"HR27",97.4655689636123
"1349",1,"class",12,NA,"ca",8.39112823516948,"HR27",97.4655689636123
"1350",1,"class",13,NA,"ca",43.0633246001945,"HR27",97.4655689636123
"1351",1,"class",14,NA,"ca",110.322595612285,"HR27",97.4655689636123
"1352",1,"class",15,NA,"ca",5.7548211202028,"HR27",97.4655689636123
"1353",1,"class",16,NA,"ca",4.21762867098223,"HR27",97.4655689636123
"1354",1,"class",1,NA,"ca",61.9352442305509,"HR28",97.4797263575419
"1355",1,"class",2,NA,"ca",2.231904552794,"HR28",97.4797263575419
"1356",1,"class",3,NA,"ca",73.1868383056883,"HR28",97.4797263575419
"1357",1,"class",4,NA,"ca",0.292280355879,"HR28",97.4797263575419
"1358",1,"class",5,NA,"ca",60.554217406833,"HR28",97.4797263575419
"1359",1,"class",6,NA,"ca",64.8226588163189,"HR28",97.4797263575419
"1360",1,"class",7,NA,"ca",143.66252139003,"HR28",97.4797263575419
"1361",1,"class",8,NA,"ca",23.2785322722833,"HR28",97.4797263575419
"1362",1,"class",9,NA,"ca",45.55062100309,"HR28",97.4797263575419
"1363",1,"class",10,NA,"ca",47.1255588339478,"HR28",97.4797263575419
"1364",1,"class",11,NA,"ca",30.8528007500225,"HR28",97.4797263575419
"1365",1,"class",12,NA,"ca",7.51805742131684,"HR28",97.4797263575419
"1366",1,"class",13,NA,"ca",44.957405845145,"HR28",97.4797263575419
"1367",1,"class",14,NA,"ca",92.6416905836688,"HR28",97.4797263575419
"1368",1,"class",15,NA,"ca",6.42626904417457,"HR28",97.4797263575419
"1369",1,"class",16,NA,"ca",1.73641608669305,"HR28",97.4797263575419
"1370",1,"class",1,NA,"ca",5.61720685707128,"HR29",72.3617703415838
"1371",1,"class",2,NA,"ca",2.04433442701884,"HR29",72.3617703415838
"1372",1,"class",3,NA,"ca",20.8570439354431,"HR29",72.3617703415838
"1373",1,"class",4,NA,"ca",0.121890591098764,"HR29",72.3617703415838
"1374",1,"class",5,NA,"ca",52.7607172402886,"HR29",72.3617703415838
"1375",1,"class",6,NA,"ca",116.419567263425,"HR29",72.3617703415838
"1376",1,"class",7,NA,"ca",78.3778779537413,"HR29",72.3617703415838
"1377",1,"class",8,NA,"ca",24.354211383256,"HR29",72.3617703415838
"1378",1,"class",9,NA,"ca",31.9983152435932,"HR29",72.3617703415838
"1379",1,"class",10,NA,"ca",18.7958718977734,"HR29",72.3617703415838
"1380",1,"class",11,NA,"ca",17.1254352523078,"HR29",72.3617703415838
"1381",1,"class",12,NA,"ca",5.86223050926595,"HR29",72.3617703415838
"1382",1,"class",13,NA,"ca",27.3801827956017,"HR29",72.3617703415838
"1383",1,"class",14,NA,"ca",115.444271159463,"HR29",72.3617703415838
"1384",1,"class",15,NA,"ca",2.92901590877574,"HR29",72.3617703415838
"1385",1,"class",16,NA,"ca",5.54390112724001,"HR29",72.3617703415838
"1386",1,"class",1,NA,"ca",44.9782707723383,"HR31",85.2459565807016
"1387",1,"class",2,NA,"ca",1.96224571962155,"HR31",85.2459565807016
"1388",1,"class",3,NA,"ca",56.0784977267896,"HR31",85.2459565807016
"1389",1,"class",4,NA,"ca",0.240439366343147,"HR31",85.2459565807016
"1390",1,"class",5,NA,"ca",69.730415305023,"HR31",85.2459565807016
"1391",1,"class",6,NA,"ca",94.2255399234717,"HR31",85.2459565807016
"1392",1,"class",7,NA,"ca",108.968389002987,"HR31",85.2459565807016
"1393",1,"class",8,NA,"ca",22.6757629484982,"HR31",85.2459565807016
"1394",1,"class",9,NA,"ca",30.4975828622194,"HR31",85.2459565807016
"1395",1,"class",10,NA,"ca",34.7886029506189,"HR31",85.2459565807016
"1396",1,"class",11,NA,"ca",20.2725260674779,"HR31",85.2459565807016
"1397",1,"class",12,NA,"ca",5.54570056654615,"HR31",85.2459565807016
"1398",1,"class",13,NA,"ca",33.4988762497942,"HR31",85.2459565807016
"1399",1,"class",14,NA,"ca",87.6279813948638,"HR31",85.2459565807016
"1400",1,"class",15,NA,"ca",5.35804475318496,"HR31",85.2459565807016
"1401",1,"class",16,NA,"ca",1.54413314368734,"HR31",85.2459565807016
"1402",1,"class",1,NA,"ca",66.7844760980104,"HR32",85.7317662769858
"1403",1,"class",2,NA,"ca",1.64250249242645,"HR32",85.7317662769858
"1404",1,"class",3,NA,"ca",80.8755853983364,"HR32",85.7317662769858
"1405",1,"class",4,NA,"ca",0.289109915196642,"HR32",85.7317662769858
"1406",1,"class",5,NA,"ca",73.9560129215041,"HR32",85.7317662769858
"1407",1,"class",6,NA,"ca",36.2090032201082,"HR32",85.7317662769858
"1408",1,"class",7,NA,"ca",132.771929114752,"HR32",85.7317662769858
"1409",1,"class",8,NA,"ca",16.9304103065496,"HR32",85.7317662769858
"1410",1,"class",9,NA,"ca",52.8832076444888,"HR32",85.7317662769858
"1411",1,"class",10,NA,"ca",48.5056430942196,"HR32",85.7317662769858
"1412",1,"class",11,NA,"ca",13.4556930062712,"HR32",85.7317662769858
"1413",1,"class",12,NA,"ca",5.2813972074993,"HR32",85.7317662769858
"1414",1,"class",13,NA,"ca",32.0220507049175,"HR32",85.7317662769858
"1415",1,"class",14,NA,"ca",51.6169164984379,"HR32",85.7317662769858
"1416",1,"class",15,NA,"ca",7.86967643050754,"HR32",85.7317662769858
"1417",1,"class",1,NA,"ca",64.2638900679498,"HR33",70.1685939806995
"1418",1,"class",2,NA,"ca",1.11188211606154,"HR33",70.1685939806995
"1419",1,"class",3,NA,"ca",83.2792507172868,"HR33",70.1685939806995
"1420",1,"class",4,NA,"ca",0.248279780463032,"HR33",70.1685939806995
"1421",1,"class",5,NA,"ca",56.1686839110648,"HR33",70.1685939806995
"1422",1,"class",6,NA,"ca",12.7473137327293,"HR33",70.1685939806995
"1423",1,"class",7,NA,"ca",102.204982151658,"HR33",70.1685939806995
"1424",1,"class",8,NA,"ca",11.053827126627,"HR33",70.1685939806995
"1425",1,"class",9,NA,"ca",57.6720297638115,"HR33",70.1685939806995
"1426",1,"class",10,NA,"ca",46.3584407201962,"HR33",70.1685939806995
"1427",1,"class",11,NA,"ca",9.07183041843027,"HR33",70.1685939806995
"1428",1,"class",12,NA,"ca",4.75111958147843,"HR33",70.1685939806995
"1429",1,"class",13,NA,"ca",29.0462922179735,"HR33",70.1685939806995
"1430",1,"class",14,NA,"ca",22.5118425964617,"HR33",70.1685939806995
"1431",1,"class",15,NA,"ca",7.51428716753241,"HR33",70.1685939806995
"1432",1,"class",1,NA,"ca",29.1986019021057,"HR34",77.2914479329757
"1433",1,"class",2,NA,"ca",2.09934585723703,"HR34",77.2914479329757
"1434",1,"class",3,NA,"ca",31.7806259313352,"HR34",77.2914479329757
"1435",1,"class",4,NA,"ca",0.17111810926132,"HR34",77.2914479329757
"1436",1,"class",5,NA,"ca",32.433565336729,"HR34",77.2914479329757
"1437",1,"class",6,NA,"ca",99.6543197789076,"HR34",77.2914479329757
"1438",1,"class",7,NA,"ca",56.9296325186237,"HR34",77.2914479329757
"1439",1,"class",8,NA,"ca",35.2582994533309,"HR34",77.2914479329757
"1440",1,"class",9,NA,"ca",28.4508491827923,"HR34",77.2914479329757
"1441",1,"class",10,NA,"ca",20.2601442112995,"HR34",77.2914479329757
"1442",1,"class",11,NA,"ca",39.7097695465335,"HR34",77.2914479329757
"1443",1,"class",12,NA,"ca",9.24359118458666,"HR34",77.2914479329757
"1444",1,"class",13,NA,"ca",19.5957655131735,"HR34",77.2914479329757
"1445",1,"class",14,NA,"ca",148.151822552456,"HR34",77.2914479329757
"1446",1,"class",15,NA,"ca",2.19128863702541,"HR34",77.2914479329757
"1447",1,"class",16,NA,"ca",6.09452955493811,"HR34",77.2914479329757
"1448",1,"class",1,NA,"ca",31.6873978377571,"HR35",93.6960905484865
"1449",1,"class",2,NA,"ca",2.69157560794293,"HR35",93.6960905484865
"1450",1,"class",3,NA,"ca",36.4619958178022,"HR35",93.6960905484865
"1451",1,"class",4,NA,"ca",0.217475093292557,"HR35",93.6960905484865
"1452",1,"class",5,NA,"ca",59.7723181844954,"HR35",93.6960905484865
"1453",1,"class",6,NA,"ca",126.962867752606,"HR35",93.6960905484865
"1454",1,"class",7,NA,"ca",105.202719504414,"HR35",93.6960905484865
"1455",1,"class",8,NA,"ca",30.4974543308407,"HR35",93.6960905484865
"1456",1,"class",9,NA,"ca",43.0461013954067,"HR35",93.6960905484865
"1457",1,"class",10,NA,"ca",29.5573329809356,"HR35",93.6960905484865
"1458",1,"class",11,NA,"ca",22.5661685259921,"HR35",93.6960905484865
"1459",1,"class",12,NA,"ca",7.89371179838334,"HR35",93.6960905484865
"1460",1,"class",13,NA,"ca",33.7663072057308,"HR35",93.6960905484865
"1461",1,"class",14,NA,"ca",140.301211609838,"HR35",93.6960905484865
"1462",1,"class",15,NA,"ca",4.4890869434609,"HR35",93.6960905484865
"1463",1,"class",16,NA,"ca",5.56108148823495,"HR35",93.6960905484865
"1464",1,"class",1,NA,"ca",23.1047150040629,"HR36",84.2498334568941
"1465",1,"class",2,NA,"ca",2.43254203543567,"HR36",84.2498334568941
"1466",1,"class",3,NA,"ca",32.5538278636938,"HR36",84.2498334568941
"1467",1,"class",4,NA,"ca",0.1833285902677,"HR36",84.2498334568941
"1468",1,"class",5,NA,"ca",46.0374978667973,"HR36",84.2498334568941
"1469",1,"class",6,NA,"ca",119.909408422633,"HR36",84.2498334568941
"1470",1,"class",7,NA,"ca",80.2319859398183,"HR36",84.2498334568941
"1471",1,"class",8,NA,"ca",35.4506680839229,"HR36",84.2498334568941
"1472",1,"class",9,NA,"ca",37.8399807322167,"HR36",84.2498334568941
"1473",1,"class",10,NA,"ca",21.7113063241665,"HR36",84.2498334568941
"1474",1,"class",11,NA,"ca",32.2414109251025,"HR36",84.2498334568941
"1475",1,"class",12,NA,"ca",8.68220896484435,"HR36",84.2498334568941
"1476",1,"class",13,NA,"ca",12.1096267176453,"HR36",84.2498334568941
"1477",1,"class",14,NA,"ca",151.384558109844,"HR36",84.2498334568941
"1478",1,"class",15,NA,"ca",2.43926851093743,"HR36",84.2498334568941
"1479",1,"class",16,NA,"ca",6.09452955493816,"HR36",84.2498334568941
"1480",1,"class",1,NA,"ca",55.4775278423108,"NR01",72.2487214385093
"1481",1,"class",2,NA,"ca",1.55942837779007,"NR01",72.2487214385093
"1482",1,"class",3,NA,"ca",140.110171136827,"NR01",72.2487214385093
"1483",1,"class",4,NA,"ca",0.408644097680139,"NR01",72.2487214385093
"1484",1,"class",5,NA,"ca",44.8102374161734,"NR01",72.2487214385093
"1485",1,"class",6,NA,"ca",17.6527566566111,"NR01",72.2487214385093
"1486",1,"class",7,NA,"ca",40.1156287976683,"NR01",72.2487214385093
"1487",1,"class",8,NA,"ca",7.29766895009995,"NR01",72.2487214385093
"1488",1,"class",9,NA,"ca",23.8527676299271,"NR01",72.2487214385093
"1489",1,"class",10,NA,"ca",52.0573506905276,"NR01",72.2487214385093
"1490",1,"class",11,NA,"ca",7.54115022574644,"NR01",72.2487214385093
"1491",1,"class",12,NA,"ca",1.04847330241438,"NR01",72.2487214385093
"1492",1,"class",13,NA,"ca",82.3725475259254,"NR01",72.2487214385093
"1493",1,"class",14,NA,"ca",30.0210313526266,"NR01",72.2487214385093
"1494",1,"class",15,NA,"ca",18.1640116385378,"NR01",72.2487214385093
"1495",1,"class",1,NA,"ca",58.4972440608784,"NR02",83.8540515177681
"1496",1,"class",2,NA,"ca",1.9182023004126,"NR02",83.8540515177681
"1497",1,"class",3,NA,"ca",186.729402025046,"NR02",83.8540515177681
"1498",1,"class",4,NA,"ca",0.502300629188719,"NR02",83.8540515177681
"1499",1,"class",5,NA,"ca",49.3398117440243,"NR02",83.8540515177681
"1500",1,"class",6,NA,"ca",17.5013895359252,"NR02",83.8540515177681
"1501",1,"class",7,NA,"ca",42.4306074650992,"NR02",83.8540515177681
"1502",1,"class",8,NA,"ca",8.66352907109427,"NR02",83.8540515177681
"1503",1,"class",9,NA,"ca",33.6774920228318,"NR02",83.8540515177681
"1504",1,"class",10,NA,"ca",57.431376178504,"NR02",83.8540515177681
"1505",1,"class",11,NA,"ca",10.8334386554103,"NR02",83.8540515177681
"1506",1,"class",12,NA,"ca",1.20545295998412,"NR02",83.8540515177681
"1507",1,"class",13,NA,"ca",79.8440353941598,"NR02",83.8540515177681
"1508",1,"class",14,NA,"ca",39.17859220086,"NR02",83.8540515177681
"1509",1,"class",15,NA,"ca",18.9442827967421,"NR02",83.8540515177681
"1510",1,"class",1,NA,"ca",77.4614920651608,"NR03",95.957684437263
"1511",1,"class",2,NA,"ca",1.91811661282659,"NR03",95.957684437263
"1512",1,"class",3,NA,"ca",197.278315051111,"NR03",95.957684437263
"1513",1,"class",4,NA,"ca",0.543002232543315,"NR03",95.957684437263
"1514",1,"class",5,NA,"ca",43.5071434519317,"NR03",95.957684437263
"1515",1,"class",6,NA,"ca",18.4373978817019,"NR03",95.957684437263
"1516",1,"class",7,NA,"ca",35.9078113552846,"NR03",95.957684437263
"1517",1,"class",8,NA,"ca",8.68649334414486,"NR03",95.957684437263
"1518",1,"class",9,NA,"ca",34.5857804345343,"NR03",95.957684437263
"1519",1,"class",10,NA,"ca",51.2542437906525,"NR03",95.957684437263
"1520",1,"class",11,NA,"ca",6.81254868190626,"NR03",95.957684437263
"1521",1,"class",12,NA,"ca",7.50070568514996,"NR03",95.957684437263
"1522",1,"class",13,NA,"ca",111.275141662162,"NR03",95.957684437263
"1523",1,"class",14,NA,"ca",79.4727510839799,"NR03",95.957684437263
"1524",1,"class",15,NA,"ca",18.7624537392296,"NR03",95.957684437263
"1525",1,"class",1,NA,"ca",72.9400580579804,"NR03A",93.2320379845865
"1526",1,"class",2,NA,"ca",1.92428611901926,"NR03A",93.2320379845865
"1527",1,"class",3,NA,"ca",180.184669893211,"NR03A",93.2320379845865
"1528",1,"class",4,NA,"ca",0.469953565470061,"NR03A",93.2320379845865
"1529",1,"class",5,NA,"ca",35.9530115569043,"NR03A",93.2320379845865
"1530",1,"class",6,NA,"ca",19.4038681643048,"NR03A",93.2320379845865
"1531",1,"class",7,NA,"ca",32.5586692123031,"NR03A",93.2320379845865
"1532",1,"class",8,NA,"ca",8.18946250149564,"NR03A",93.2320379845865
"1533",1,"class",9,NA,"ca",30.4097530865595,"NR03A",93.2320379845865
"1534",1,"class",10,NA,"ca",46.985459630822,"NR03A",93.2320379845865
"1535",1,"class",11,NA,"ca",6.75440965479862,"NR03A",93.2320379845865
"1536",1,"class",12,NA,"ca",7.4548628266347,"NR03A",93.2320379845865
"1537",1,"class",13,NA,"ca",109.082696242724,"NR03A",93.2320379845865
"1538",1,"class",14,NA,"ca",102.558529131534,"NR03A",93.2320379845865
"1539",1,"class",15,NA,"ca",18.2754055003504,"NR03A",93.2320379845865
"1540",1,"class",1,NA,"ca",62.5583643560132,"NR04A",96.9699212537991
"1541",1,"class",2,NA,"ca",2.35083892217542,"NR04A",96.9699212537991
