"","site","round","sample_pt","sample_id","year","barcode_id","active_flower","final_id","notes","pollen","lat","long","ClusterIndex"
"1140","PM",1,"PM19","1_PM19",2022,"PM1_19_01","LUPO","B. mixtus","","1","49.2471037","-122.6399986",10
"1141","PM",1,"PM19","1_PM19",2022,"PM1_19_03","LUPO","B. mixtus","","1","49.2471037","-122.6399986",16
"1142","PM",1,"PM19","1_PM19",2022,"PM1_19_04","LUPO","B. mixtus","queen","1","49.2471037","-122.6399986",24
"1143","PM",1,"PM19","1_PM19",2022,"PM1_19_05","LUPO","B. mixtus","","1","49.2471037","-122.6399986",22
"1144","PM",1,"PM20","1_PM20",2022,"PM1_20_01","ROAC","B. impatiens","","y","49.2423129","-122.6387496",653
"1145","PM",1,"PM22","1_PM22",2022,"PM1_22_01","ROAC","B. impatiens","","y","49.2541735","-122.6484337",654
"1146","PM",1,"PM22","1_PM22",2022,"PM1_22_02","ROAC","B. mixtus","","2","49.2541735","-122.6484337",578
"1147","PM",1,"PM27","1_PM27",2022,"PM1_27_02","LUPO","B. mixtus","","2","49.248618","-122.6453219",3
"1148","PM",1,"PM31","1_PM31",2022,"PM1_31_01","LUPO","B. mixtus","","3","49.2451356","-122.638063",7
"1149","PM",10,"PM53A","10_PM53A",2022,"PM10_53_01","TRRE","B. impatiens","","y","49.24242","-122.65022",727
"1150","PM",10,"PM56","10_PM56",2022,"PM10_56_01","TRRE","B. impatiens","","n","49.2460124","-122.6448772",728
"1151","PM",10,"PM60","10_PM60",2022,"PM10_60_01","CIVU","B. impatiens","","y","49.2502452","-122.6447183",701
"1152","PM",10,"PM61","10_PM61",2022,"PM10_61_01","HYRA","B. impatiens","","y","49.2545201","-122.6668191",655
"1153","PM",10,"PM62","10_PM62",2022,"PM10_62_01","IMGL","B. impatiens","","n","49.2485683","-122.6669971",696
"1154","PM",10,"PM63","10_PM63",2022,"PM10_63_01","IMGL","B. impatiens","","n","49.2459944","-122.6670193",670
"1155","PM",2,"PM40","2_PM40",2022,"PM2_40_01","HYRA","B. impatiens","","n","49.2568274","-122.6668088",655
"1156","PM",2,"PM40","2_PM40",2022,"PM2_40_03","HYRA","B. mixtus","","1","49.2568274","-122.6668088",541
"1157","PM",2,"PM42","2_PM42",2022,"PM2_42_01","RONU","B. impatiens","","y","49.2569187","-122.6556556",656
"1158","PM",2,"PM43","2_PM43",2022,"PM2_43_01","RONU","B. impatiens","","y","49.2568767","-122.6492724",657
"1159","PM",2,"PM43","2_PM43",2022,"PM2_43_02","RONU","B. mixtus","","1","49.2568767","-122.6492724",758
"1160","PM",2,"PM47","2_PM47",2022,"PM2_47_01","PLLA","B. mixtus","","2","49.2523011","-122.649575",398
"1161","PM",2,"PM48","2_PM48",2022,"PM2_48_02","LUPO","B. mixtus","","2","49.2489465","-122.6461739",397
"1162","PM",2,"PM49","2_PM49",2022,"PM2_49_02","SYAL","B. mixtus","","0","49.2474187","-122.6406256",519
"1163","PM",2,"PM49","2_PM49",2022,"PM2_49_04","SYAL","B. mixtus","","1","49.2474187","-122.6406256",751
"1164","PM",2,"PM51","2_PM51",2022,"PM2_51_01","VACO","B. mixtus","","1","49.2454815","-122.6549218",660
"1165","PM",2,"PM51","2_PM51",2022,"PM2_51_02","VACO","B. mixtus","","0","49.2454815","-122.6549218",651
"1166","PM",2,"PM51","2_PM51",2022,"PM2_51_03","VACO","B. mixtus","","2","49.2454815","-122.6549218",415
"1167","PM",2,"PM51","2_PM51",2022,"PM2_51_05","VACO","B. mixtus","","0","49.2454815","-122.6549218",159
"1168","PM",2,"PM51","2_PM51",2022,"PM2_51_06","VACO","B. mixtus","","0","49.2454815","-122.6549218",646
"1169","PM",2,"PM51","2_PM51",2022,"PM2_51_07","VACO","B. mixtus","","0","49.2454815","-122.6549218",392
"1170","PM",2,"PM51","2_PM51",2022,"PM2_51_08","VACO","B. mixtus","","1","49.2454815","-122.6549218",15
"1171","PM",2,"PM51","2_PM51",2022,"PM2_51_09","VACO","B. mixtus","","2","49.2454815","-122.6549218",725
"1172","PM",2,"PM51","2_PM51",2022,"PM2_51_10","VACO","B. mixtus","","0","49.2454815","-122.6549218",639
"1173","PM",2,"PM51","2_PM51",2022,"PM2_51_12","VACO","B. mixtus","","0","49.2454815","-122.6549218",726
"1174","PM",2,"PM51","2_PM51",2022,"PM2_51_13","VACO","B. mixtus","","0","49.2454815","-122.6549218",343
"1175","PM",2,"PM51","2_PM51",2022,"PM2_51_14","VACO","B. mixtus","","0","49.2454815","-122.6549218",420
"1176","PM",2,"PM51","2_PM51",2022,"PM2_51_15","VACO","B. mixtus","","1","49.2454815","-122.6549218",356
"1177","PM",2,"PM51","2_PM51",2022,"PM2_51_16","VACO","B. mixtus","","0","49.2454815","-122.6549218",521
"1178","PM",2,"PM51","2_PM51",2022,"PM2_51_17","VACO","B. mixtus","","0","49.2454815","-122.6549218",515
"1179","PM",2,"PM52","2_PM52",2022,"PM2_52_01","VACO","B. mixtus","","1","49.24583","-122.65052",561
"1180","PM",2,"PM52","2_PM52",2022,"PM2_52_02","VACO","B. mixtus","","0","49.24583","-122.65052",359
"1181","PM",2,"PM52","2_PM52",2022,"PM2_52_03","VACO","B. mixtus","","0","49.24583","-122.65052",522
"1182","PM",2,"PM52","2_PM52",2022,"PM2_52_06","VACO","B. mixtus","","1","49.24583","-122.65052",520
"1183","PM",2,"PM52","2_PM52",2022,"PM2_52_07","VACO","B. mixtus","","0","49.24583","-122.65052",32
"1184","PM",2,"PM52","2_PM52",2022,"PM2_52_09","VACO","B. mixtus","","0","49.24583","-122.65052",205
"1185","PM",2,"PM52","2_PM52",2022,"PM2_52_10","VACO","B. mixtus","","1","49.24583","-122.65052",371
"1186","PM",2,"PM52","2_PM52",2022,"PM2_52_12","VACO","B. mixtus","","0","49.24583","-122.65052",532
"1187","PM",2,"PM52","2_PM52",2022,"PM2_52_13","VACO","B. mixtus","","1","49.24583","-122.65052",648
"1188","PM",2,"PM52","2_PM52",2022,"PM2_52_14","VACO","B. mixtus","","0","49.24583","-122.65052",653
"1189","PM",2,"PM52","2_PM52",2022,"PM2_52_15","VACO","B. mixtus","","0","49.24583","-122.65052",537
"1190","PM",2,"PM52","2_PM52",2022,"PM2_52_16","VACO","B. mixtus","","2","49.24583","-122.65052",662
"1191","PM",2,"PM52","2_PM52",2022,"PM2_52_19","VACO","B. mixtus","","0","49.24583","-122.65052",513
"1192","PM",2,"PM53","2_PM53",2022,"PM2_53_04","VACO","B. mixtus","","0","49.24258","-122.65046",376
"1193","PM",2,"PM53","2_PM53",2022,"PM2_53_06","VACO","B. mixtus","","1","49.24258","-122.65046",638
"1194","PM",2,"PM53","2_PM53",2022,"PM2_53_07","VACO","B. mixtus","","1","49.24258","-122.65046",372
"1195","PM",2,"PM53","2_PM53",2022,"PM2_53_08","VACO","B. mixtus","","1","49.24258","-122.65046",518
"1196","PM",2,"PM54","2_PM54",2022,"PM2_54_01","VACO","B. mixtus","","1","49.2435675","-122.654634",398
"1197","PM",2,"PM54","2_PM54",2022,"PM2_54_02","VACO","B. mixtus","","0","49.2435675","-122.654634",526
"1198","PM",2,"PM54","2_PM54",2022,"PM2_54_04","VACO","B. mixtus","","0","49.2435675","-122.654634",396
"1199","PM",2,"PM54","2_PM54",2022,"PM2_54_07","VACO","B. mixtus","","2","49.2435675","-122.654634",379
"1200","PM",2,"PM56","2_PM56",2022,"PM2_56_01","HYRA","B. mixtus","","1","49.2460124","-122.6448772",520
"1201","PM",2,"PM56","2_PM56",2022,"PM2_56_02","HYRA","B. mixtus","","0","49.2460124","-122.6448772",659
"1202","PM",2,"PM60","2_PM60",2022,"PM2_60_01","TRHY","B. mixtus","","1","49.2502452","-122.6447183",667
"1203","PM",2,"PM61","2_PM61",2022,"PM2_61_01","HYRA","B. mixtus","","0","49.2545201","-122.6668191",658
"1204","PM",2,"PM61","2_PM61",2022,"PM2_61_02","HYRA","B. mixtus","","0","49.2545201","-122.6668191",558
"1205","PM",2,"PM61","2_PM61",2022,"PM2_61_03","HYRA","B. mixtus","","1","49.2545201","-122.6668191",415
"1206","PM",2,"PM65","2_PM65",2022,"PM2_65_01","RAAC","B. impatiens","","n","49.2547515","-122.6556663",658
"1207","PM",2,"PM65","2_PM65",2022,"PM2_65_02","HYRA","B. mixtus","","0","49.2547515","-122.6556663",565
"1208","PM",2,"PM65","2_PM65",2022,"PM2_65_04","HYRA","B. mixtus","","2","49.2547515","-122.6556663",531
"1209","PM",2,"PM65","2_PM65",2022,"PM2_65_05","HYRA","B. mixtus","","0","49.2547515","-122.6556663",523
"1210","PM",2,"PM65","2_PM65",2022,"PM2_65_06","HYRA","B. mixtus","","1","49.2547515","-122.6556663",559
"1211","PM",2,"PM65","2_PM65",2022,"PM2_65_07","HYRA","B. mixtus","","0","49.2547515","-122.6556663",524
"1212","PM",2,"PM65","2_PM65",2022,"PM2_65_08","HYRA","B. mixtus","","0","49.2547515","-122.6556663",542
"1213","PM",2,"PM65","2_PM65",2022,"PM2_65_09","HYRA","B. mixtus","","0","49.2547515","-122.6556663",518
"1214","PM",2,"PM67","2_PM67",2022,"PM2_67_01","TRRE","B. impatiens","","y","49.2483307","-122.6559418",659
"1215","PM",2,"PM67","2_PM67",2022,"PM2_67_02","HYRA","B. impatiens","","y","49.2483307","-122.6559418",660
"1216","PM",2,"PM70","2_PM70",2022,"PM2_70_02","LUPO","B. mixtus","","1","49.2451356","-122.638063",257
"1217","PM",3,"PM45","3_PM45",2022,"PM3_45_01","VACO","B. impatiens","","n","49.2567056","-122.6391672",661
"1218","PM",3,"PM48","3_PM48",2022,"PM3_48_01","CHAN","B. mixtus","","1","49.2489465","-122.6461739",25
"1219","PM",3,"PM48","3_PM48",2022,"PM3_48_02","CHAN","B. mixtus","","0","49.2489465","-122.6461739",47
"1220","PM",3,"PM49","3_PM49",2022,"PM3_49_02","SYAL","B. mixtus","","1","49.2474187","-122.6406256",32
"1221","PM",3,"PM49","3_PM49",2022,"PM3_49_03","SYAL","B. mixtus","","0","49.2474187","-122.6406256",34
"1222","PM",3,"PM49","3_PM49",2022,"PM3_49_04","SYAL","B. mixtus","","2","49.2474187","-122.6406256",43
"1223","PM",3,"PM49","3_PM49",2022,"PM3_49_06","SYAL","B. mixtus","","0","49.2474187","-122.6406256",59
"1224","PM",3,"PM51","3_PM51",2022,"PM3_51_01","VACO","B. mixtus","","0","49.2454815","-122.6549218",573
"1225","PM",3,"PM51","3_PM51",2022,"PM3_51_02","VACO","B. mixtus","queen","0","49.2454815","-122.6549218",568
"1226","PM",3,"PM51","3_PM51",2022,"PM3_51_03","VACO","B. mixtus","","0","49.2454815","-122.6549218",580
"1227","PM",3,"PM51","3_PM51",2022,"PM3_51_05","VACO","B. mixtus","","2","49.2454815","-122.6549218",554
"1228","PM",3,"PM51","3_PM51",2022,"PM3_51_07","VACO","B. mixtus","","0","49.2454815","-122.6549218",564
"1229","PM",3,"PM51","3_PM51",2022,"PM3_51_08","VACO","B. mixtus","queen","0","49.2454815","-122.6549218",563
"1230","PM",3,"PM52","3_PM52",2022,"PM3_52_01","VACO","B. mixtus","","1","49.24583","-122.65052",562
"1231","PM",3,"PM52","3_PM52",2022,"PM3_52_03","VACO","B. mixtus","","1","49.24583","-122.65052",571
"1232","PM",3,"PM52","3_PM52",2022,"PM3_52_04","VACO","B. mixtus","","0","49.24583","-122.65052",550
"1233","PM",3,"PM52","3_PM52",2022,"PM3_52_05","VACO","B. mixtus","","0","49.24583","-122.65052",555
"1234","PM",3,"PM52","3_PM52",2022,"PM3_52_06","VACO","B. impatiens","","n","49.24583","-122.65052",662
"1235","PM",3,"PM53","3_PM53",2022,"PM3_53_01","VACO","B. mixtus","","1","49.24258","-122.65046",549
"1236","PM",3,"PM53","3_PM53",2022,"PM3_53_02","VACO","B. mixtus","","2","49.24258","-122.65046",543
"1237","PM",3,"PM53","3_PM53",2022,"PM3_53_03","VACO","B. mixtus","","0","49.24258","-122.65046",570
"1238","PM",3,"PM53","3_PM53",2022,"PM3_53_04","VACO","B. mixtus","","0","49.24258","-122.65046",560
"1239","PM",3,"PM53","3_PM53",2022,"PM3_53_05","VACO","B. impatiens","","0","49.24258","-122.65046",663
"1240","PM",3,"PM53","3_PM53",2022,"PM3_53_06","VACO","B. mixtus","","1","49.24258","-122.65046",548
"1241","PM",3,"PM54","3_PM54",2022,"PM3_54_03","VACO","B. impatiens","","n","49.2435675","-122.654634",664
"1242","PM",3,"PM54","3_PM54",2022,"PM3_54_04","VACO","B. mixtus","","1","49.2435675","-122.654634",574
"1243","PM",3,"PM54","3_PM54",2022,"PM3_54_05","VACO","B. mixtus","","2","49.2435675","-122.654634",552
"1244","PM",3,"PM54","3_PM54",2022,"PM3_54_06","VACO","B. mixtus","","0","49.2435675","-122.654634",545
"1245","PM",3,"PM67","3_PM67",2022,"PM3_67_01","TRRE","B. mixtus","","0","49.2483307","-122.6559418",27
"1246","PM",3,"PM67","3_PM67",2022,"PM3_67_02","TRRE","B. impatiens","","n","49.2483307","-122.6559418",665
"1247","PM",3,"PM70","3_PM70",2022,"PM3_70_01","LUPO","B. mixtus","","1","49.2451356","-122.638063",28
"1248","PM",3,"PM72A","3_PM72A",2022,"PM3_72A_01","NERA","B. impatiens","","n","49.2512671","-122.6436402",666
"1249","PM",4,"PM40","4_PM40",2022,"PM4_40_02","HYRA","B. mixtus","","1","49.2568274","-122.6668088",426
"1250","PM",4,"PM43","4_PM43",2022,"PM4_43_01","HYRA","B. impatiens","","y","49.2568767","-122.6492724",667
"1251","PM",4,"PM46","4_PM46",2022,"PM4_46_01","HYRA","B. impatiens","","y","49.2549194","-122.6483229",668
"1252","PM",4,"PM46","4_PM46",2022,"PM4_46_02","HYRA","B. impatiens","","n","49.2549194","-122.6483229",669
"1253","PM",4,"PM47","4_PM47",2022,"PM4_47_01","CHAN","B. mixtus","","0","49.2523011","-122.649575",427
"1254","PM",4,"PM47","4_PM47",2022,"PM4_47_02","HYRA","B. impatiens","","y","49.2523011","-122.649575",670
"1255","PM",4,"PM48","4_PM48",2022,"PM4_48_04","HYRA","B. impatiens","","y","49.2489465","-122.6461739",671
"1256","PM",4,"PM49","4_PM49",2022,"PM4_49_01","SYAL","B. mixtus","","0","49.2474187","-122.6406256",424
"1257","PM",4,"PM49","4_PM49",2022,"PM4_49_02","SYAL","B. mixtus","","1","49.2474187","-122.6406256",752
"1258","PM",4,"PM50","4_PM50",2022,"PM4_50_01","RUAR","B. mixtus","","0","49.2423129","-122.6387496",454
"1259","PM",4,"PM51A","4_PM51A",2022,"PM4_51A_01","HYRA","B. impatiens","","n","49.2460018","-122.6559901",672
"1260","PM",4,"PM51A","4_PM51A",2022,"PM4_51A_02","HYRA","B. impatiens","","n","49.2460018","-122.6559901",672
"1261","PM",4,"PM51A","4_PM51A",2022,"PM4_51A_03","HYRA","B. impatiens","","n","49.2460018","-122.6559901",673
"1262","PM",4,"PM52A","4_PM52A",2022,"PM4_52_01","RULA","B. mixtus","queen","0","49.24595","-122.6502",418
"1263","PM",4,"PM53A","4_PM53A",2022,"PM4_53_01","TRRE","B. mixtus","","1","49.24242","-122.65022",421
"1264","PM",4,"PM54A","4_PM54A",2022,"PM4_54A_02","VICR","B. mixtus","","1","49.2423594","-122.6557711",432
"1265","PM",4,"PM54A","4_PM54A",2022,"PM4_54A_03","VICR","B. mixtus","","0","49.2423594","-122.6557711",411
"1266","PM",4,"PM54A","4_PM54A",2022,"PM4_54A_05","HYRA","B. impatiens","","y","49.2423594","-122.6557711",674
"1267","PM",4,"PM60","4_PM60",2022,"PM4_60_01","RUAR","B. mixtus","","0","49.2502452","-122.6447183",436
"1268","PM",4,"PM62","4_PM62",2022,"PM4_62_01","IMGL","B. mixtus","","1","49.2485683","-122.6669971",420
"1269","PM",4,"PM62","4_PM62",2022,"PM4_62_02","IMGL","B. mixtus","","0","49.2485683","-122.6669971",414
"1270","PM",4,"PM65","4_PM65",2022,"PM4_65_01","CHAN","B. mixtus","","1","49.2547515","-122.6556663",595
"1271","PM",4,"PM65","4_PM65",2022,"PM4_65_02","CHAN","B. mixtus","","1","49.2547515","-122.6556663",431
"1272","PM",4,"PM65","4_PM65",2022,"PM4_65_03","N/A (leaf)","B. impatiens","","y","49.2547515","-122.6556663",675
"1273","PM",4,"PM67","4_PM67",2022,"PM4_67_01","HYRA","B. impatiens","","n","49.2483307","-122.6559418",676
"1274","PM",4,"PM71","4_PM71",2022,"PM4_71_01","IMGL","B. mixtus","","1","49.25134","-122.6668765",437
"1275","PM",5,"PM41","5_PM41",2022,"PM5_41_01","RULA","B. mixtus","","0","49.2568204","-122.6611721",73
"1276","PM",5,"PM42","5_PM42",2022,"PM5_42_01","MAMO","B. mixtus","","","49.2569187","-122.6556556",63
"1277","PM",5,"PM43","5_PM43",2022,"PM5_43_02","HYRA","B. impatiens","","n","49.2568767","-122.6492724",658
"1278","PM",5,"PM43","5_PM43",2022,"PM5_43_03","HYRA","B. mixtus","","1","49.2568767","-122.6492724",500
"1279","PM",5,"PM47","5_PM47",2022,"PM5_47_01","HYRA","B. mixtus","","0","49.2523011","-122.649575",479
"1280","PM",5,"PM47","5_PM47",2022,"PM5_47_02","HYPE","B. mixtus","","1","49.2523011","-122.649575",427
"1281","PM",5,"PM48","5_PM48",2022,"PM5_48_03","HYRA","B. mixtus","","0","49.2489465","-122.6461739",489
"1282","PM",5,"PM48","5_PM48",2022,"PM5_48_04","HYRA","B. impatiens","","y","49.2489465","-122.6461739",677
"1283","PM",5,"PM49","5_PM49",2022,"PM5_49_01","SYAL","B. mixtus","","0","49.2474187","-122.6406256",756
"1284","PM",5,"PM55","5_PM55",2022,"PM5_55_01","RUAR","B. mixtus","","1","49.2423986","-122.6448958",466
"1285","PM",5,"PM55","5_PM55",2022,"PM5_55_02","RUAR","B. mixtus","","0","49.2423986","-122.6448958",392
"1286","PM",5,"PM55","5_PM55",2022,"PM5_55_03","RUAR","B. mixtus","","1","49.2423986","-122.6448958",466
"1287","PM",5,"PM65","5_PM65",2022,"PM5_65_01","CHAN","B. mixtus","","0","49.2547515","-122.6556663",55
"1288","PM",5,"PM65","5_PM65",2022,"PM5_65_02","CHAN","B. mixtus","","1","49.2547515","-122.6556663",58
"1289","PM",5,"PM65","5_PM65",2022,"PM5_65_03","CHAN","B. mixtus","","0","49.2547515","-122.6556663",58
"1290","PM",5,"PM65","5_PM65",2022,"PM5_65_04","CHAN","B. mixtus","","1","49.2547515","-122.6556663",82
"1291","PM",5,"PM65","5_PM65",2022,"PM5_65_05","CHAN","B. mixtus","","0","49.2547515","-122.6556663",72
"1292","PM",5,"PM65","5_PM65",2022,"PM5_65_06","CHAN","B. mixtus","","1","49.2547515","-122.6556663",55
"1293","PM",5,"PM69","5_PM69",2022,"PM5_69_02","RUAR","B. mixtus","","1","49.2422281","-122.6613406",62
"1294","PM",5,"PM70","5_PM70",2022,"PM5_70_01","SPDO","B. mixtus","","1","49.2451356","-122.638063",412
"1295","PM",5,"PM70","5_PM70",2022,"PM5_70_02","SYAL","B. mixtus","","0","49.2451356","-122.638063",468
"1296","PM",5,"PM70","5_PM70",2022,"PM5_70_03","SYAL","B. mixtus","","0","49.2451356","-122.638063",481
"1297","PM",5,"PM70","5_PM70",2022,"PM5_70_04","SYAL","B. mixtus","ID not certain","2","49.2451356","-122.638063",412
"1298","PM",5,"PM70","5_PM70",2022,"PM5_70_05","SYAL","B. mixtus","","0","49.2451356","-122.638063",476
"1299","PM",5,"PM70","5_PM70",2022,"PM5_70_06","SYAL","B. mixtus","","0","49.2451356","-122.638063",485
"1300","PM",5,"PM70","5_PM70",2022,"PM5_70_07","SYAL","B. mixtus","","2","49.2451356","-122.638063",484
"1301","PM",5,"PM70","5_PM70",2022,"PM5_70_08","SYAL","B. impatiens","","y","49.2451356","-122.638063",678
"1302","PM",5,"PM71","5_PM71",2022,"PM5_71_01","IMGL","B. impatiens","","n","49.25134","-122.6668765",679
"1303","PM",5,"PM71","5_PM71",2022,"PM5_71_02","IMGL","B. impatiens","","n","49.25134","-122.6668765",680
"1304","PM",6,"PM44","6_PM44",2022,"PM6_44_01","HYRA","B. mixtus","","1","49.2567783","-122.6440429",506
"1305","PM",6,"PM46","6_PM46",2022,"PM6_46_01","HYPE","B. impatiens","","y","49.2549194","-122.6483229",681
"1306","PM",6,"PM46","6_PM46",2022,"PM6_46_02","HYPE","B. impatiens","","n","49.2549194","-122.6483229",657
"1307","PM",6,"PM46","6_PM46",2022,"PM6_46_03","HYPE","B. impatiens","","y","49.2549194","-122.6483229",682
"1308","PM",6,"PM46","6_PM46",2022,"PM6_46_04","HYPE","B. impatiens","","y","49.2549194","-122.6483229",683
"1309","PM",6,"PM46","6_PM46",2022,"PM6_46_05","HYPE","B. impatiens","","y","49.2549194","-122.6483229",684
"1310","PM",6,"PM47","6_PM47",2022,"PM6_47_01","CHAN","B. impatiens","","y","49.2523011","-122.649575",685
"1311","PM",6,"PM47","6_PM47",2022,"PM6_47_02","CHAN","B. mixtus","","1","49.2523011","-122.649575",142
"1312","PM",6,"PM49","6_PM49",2022,"PM6_49_01","SPDO","B. mixtus","","1","49.2474187","-122.6406256",161
"1313","PM",6,"PM53A","6_PM53A",2022,"PM6_53_01","TRRE","B. impatiens","","n","49.24242","-122.65022",686
"1314","PM",6,"PM54A","6_PM54A",2022,"PM6_54A_01","SPDO","B. impatiens","","y","49.2423594","-122.6557711",687
"1315","PM",6,"PM55","6_PM55",2022,"PM6_55_01","HYRA","B. impatiens","","n","49.2423986","-122.6448958",688
"1316","PM",6,"PM55","6_PM55",2022,"PM6_55_02","SPDO","B. impatiens","","y","49.2423986","-122.6448958",689
"1317","PM",6,"PM57A","6_PM57A",2022,"PM6_57_01","TRRE","B. impatiens","","y","49.25305","-122.6442",657
"1318","PM",6,"PM59","6_PM59",2022,"PM6_59_01","CRCA","B. impatiens","","n","49.2503146","-122.6390887",690
"1319","PM",6,"PM59","6_PM59",2022,"PM6_59_02","CRCA","B. impatiens","","y","49.2503146","-122.6390887",654
"1320","PM",6,"PM59","6_PM59",2022,"PM6_59_03","CRCA","B. impatiens","","y","49.2503146","-122.6390887",691
"1321","PM",6,"PM61","6_PM61",2022,"PM6_61_01","CASI","B. impatiens","","y","49.2545201","-122.6668191",692
"1322","PM",6,"PM61","6_PM61",2022,"PM6_61_02","CASI","B. mixtus","","0","49.2545201","-122.6668191",157
"1323","PM",6,"PM62","6_PM62",2022,"PM6_62_02","IMGL","B. impatiens","","y","49.2485683","-122.6669971",693
"1324","PM",6,"PM62","6_PM62",2022,"PM6_62_03","IMGL","B. impatiens","","n","49.2485683","-122.6669971",694
"1325","PM",6,"PM62","6_PM62",2022,"PM6_62_04","IMGL","B. impatiens","","n","49.2485683","-122.6669971",695
"1326","PM",6,"PM63","6_PM63",2022,"PM6_63_01","IMGL","B. impatiens","","y","49.2459944","-122.6670193",696
"1327","PM",6,"PM63","6_PM63",2022,"PM6_63_02","IMGL","B. impatiens","","n","49.2459944","-122.6670193",694
"1328","PM",6,"PM63","6_PM63",2022,"PM6_63_03","IMGL","B. impatiens","","y","49.2459944","-122.6670193",693
"1329","PM",6,"PM65","6_PM65",2022,"PM6_65_01","CHAN","B. mixtus","","2","49.2547515","-122.6556663",100
"1330","PM",6,"PM65","6_PM65",2022,"PM6_65_02","CHAN","B. mixtus","","0","49.2547515","-122.6556663",151
"1331","PM",6,"PM65","6_PM65",2022,"PM6_65_03","CHAN","B. mixtus","","0","49.2547515","-122.6556663",138
"1332","PM",6,"PM65","6_PM65",2022,"PM6_65_04","CHAN","B. mixtus","","0","49.2547515","-122.6556663",138
"1333","PM",6,"PM65","6_PM65",2022,"PM6_65_05","CHAN","B. mixtus","","0","49.2547515","-122.6556663",158
"1334","PM",6,"PM70","6_PM70",2022,"PM6_70_01","SYAL","B. mixtus","ID not certain","0","49.2451356","-122.638063",262
"1335","PM",6,"PM70","6_PM70",2022,"PM6_70_02","SYAL","B. mixtus","","1","49.2451356","-122.638063",154
"1336","PM",6,"PM70","6_PM70",2022,"PM6_70_03","SYAL","B. mixtus","","1","49.2451356","-122.638063",100
"1337","PM",6,"PM70","6_PM70",2022,"PM6_70_04","SYAL","B. mixtus","","1","49.2451356","-122.638063",196
"1338","PM",6,"PM70","6_PM70",2022,"PM6_70_05","SYAL","B. mixtus","","1","49.2451356","-122.638063",743
"1339","PM",6,"PM70","6_PM70",2022,"PM6_70_06","SYAL","B. mixtus","","0","49.2451356","-122.638063",256
"1340","PM",6,"PM70","6_PM70",2022,"PM6_70_07","SYAL","B. mixtus","","2","49.2451356","-122.638063",133
"1341","PM",6,"PM70","6_PM70",2022,"PM6_70_08","SYAL","B. mixtus","","1","49.2451356","-122.638063",262
"1342","PM",6,"PM70","6_PM70",2022,"PM6_70_09","SYAL","B. mixtus","","2","49.2451356","-122.638063",257
"1343","PM",6,"PM70","6_PM70",2022,"PM6_70_10","SYAL","B. mixtus","","0","49.2451356","-122.638063",162
"1344","PM",6,"PM70","6_PM70",2022,"PM6_70_11","SYAL","B. mixtus","","0","49.2451356","-122.638063",159
"1345","PM",6,"PM70","6_PM70",2022,"PM6_70_12","SYAL","B. mixtus","","1","49.2451356","-122.638063",136
"1346","PM",6,"PM72A","6_PM72A",2022,"PM6_72A_01","LAIN","B. mixtus","","0","49.2512671","-122.6436402",502
"1347","PM",6,"PM72A","6_PM72A",2022,"PM6_72A_02","LAIN","B. mixtus","","1","49.2512671","-122.6436402",507
"1348","PM",6,"PM72A","6_PM72A",2022,"PM6_72A_03","NERA","B. mixtus","","0","49.2512671","-122.6436402",509
"1349","PM",7,"PM46","7_PM46",2022,"PM7_46_02","CASI","B. impatiens","","y","49.2549194","-122.6483229",697
"1350","PM",7,"PM48","7_PM48",2022,"PM7_48_02","CASI","B. impatiens","","y","49.2489465","-122.6461739",698
"1351","PM",7,"PM55","7_PM55",2022,"PM7_55_01","SPDO","B. impatiens","","y","49.2423986","-122.6448958",699
"1352","PM",7,"PM61","7_PM61",2022,"PM7_61_01","CASI","B. impatiens","","n","49.2545201","-122.6668191",682
"1353","PM",7,"PM61","7_PM61",2022,"PM7_61_02","CASI","B. impatiens","","y","49.2545201","-122.6668191",656
"1354","PM",7,"PM62","7_PM62",2022,"PM7_62_01","IMGL","B. impatiens","","y","49.2485683","-122.6669971",700
"1355","PM",7,"PM62","7_PM62",2022,"PM7_62_02","IMGL","B. mixtus","","2","49.2485683","-122.6669971",672
"1356","PM",7,"PM63","7_PM63",2022,"PM7_63_01","TAOF","B. mixtus","","1","49.2459944","-122.6670193",104
"1357","PM",7,"PM63","7_PM63",2022,"PM7_63_02","IMGL","B. impatiens","","y","49.2459944","-122.6670193",701
"1358","PM",7,"PM63","7_PM63",2022,"PM7_63_03","IMGL","B. impatiens","","n","49.2459944","-122.6670193",702
"1359","PM",7,"PM65","7_PM65",2022,"PM7_65_01","CHAN","B. mixtus","","0","49.2547515","-122.6556663",99
"1360","PM",7,"PM65","7_PM65",2022,"PM7_65_02","CHAN","B. mixtus","","0","49.2547515","-122.6556663",100
"1361","PM",7,"PM65","7_PM65",2022,"PM7_65_03","CHAN","B. impatiens","","n","49.2547515","-122.6556663",679
"1362","PM",7,"PM67","7_PM67",2022,"PM7_67_01","CHAN","B. impatiens","","n","49.2483307","-122.6559418",686
"1363","PM",7,"PM70","7_PM70",2022,"PM7_70_01","SYAL","B. mixtus","","1","49.2451356","-122.638063",98
"1364","PM",7,"PM71","7_PM71",2022,"PM7_71_01","IMGL","B. impatiens","","Y","49.25134","-122.6668765",703
"1365","PM",7,"PM71","7_PM71",2022,"PM7_71_02","IMGL","B. impatiens","","y","49.25134","-122.6668765",704
